line	I'd like a word or two with Vinderi... We could make quite a mess!
line	I'll await your call.
line	I'll be back... uh, I just gotta go nerf something.
line	I'll be ready.
line	I'll find a new path to walk.
line	I'll never wear chains again, Keitan or otherwise.
line	I'll own you yet!
line	I'll return stronger - and angrier!
line	I'll return when I'm fighting fit.
line	I'll tear you apart!
line	I'll thank you not to waste my time.
line	I'll try not to take it personally.
line	I'm already gone.
line	I'm due a bath anyway.
line	I'm ex-Trarthan militia. You're as good as dead.
line	I'm itchin' to get back out there.
line	I'm not dying for this.
line	I'm of House Cyaxan. That should be warning enough.
line	I'm yours - for now. Handle with care.
line	I've killed with worse.
line	I've made do with worse.
line	I've no choice but to let you have it.
line	I've seen rhoas stronger than you!
line	I've seen wiser choices, certainly.
line	Ideally, you'd get good.
line	If I could recruit one of these rats, it'd be Karst. A good lockpick is worth their weight in gold.
line	If I must.
line	If I were you, I'd turn tail and run too.
line	If it means that much to you... fine.
line	If that's the call.
line	If that's your wish.
line	If there's one thing us Trarthans respect, it's strength - and you showed yours. You lead, I'll follow.
line	If this is the will of Innocence... so be it.
line	If you mean to die, die quickly!
line	If you must.
line	If you're that desperate... have it.
line	Impressive. I see the value in joining you, for now.
line	Insignificant!
line	Interesting.
line	Is it over now?
line	Isla... she puzzles me. I cannot understand a word she says.
line	It is done.
line	It is yours by right. But I will remember this.
line	It seems I misjudged you. Claim your prize.
line	It'll do.
line	It's a ruckus!
line	It's better in my hands. But there's no two ways about the Code.
line	It's definitely a build issue.
line	It's not every day I'm refused... but as you wish.
line	It's not every day that I'm refused... but as you wish.
line	It's not often I lose. I suppose that means it's yours.
line	It's not often that I lose. I suppose that means it's yours.
line	It's times like this I'm glad I get paid upfront.
line	It's your call.
line	It's yours. So says the Code.
line	Job's done!
line	Judgment passed.
line	Just say the word.
line	Just so we're clear - payment's final.
line	Just what I needed - more Wraeclast filth.
line	Justice is served.
line	Ke un yaja? Eughahgo geoben!
line	Keep this one to yourself.
line	Keep walking.
line	Keep your wits about you.
line	Keita has no use for weaklings like you.
line	Keita respects strength. I follow suit.
line	Keitans weren't made to sit still.
line	Kick me while I'm down, why don't you?
line	KIWYA!
line	KIWYAAA!
line	Kneel!
line	Knew you didn't have the stomach for this.
line	Know your place!
line	Kurai has a level of sophistication about her criminality that I admire.
line	Kurai knows the weight of responsibility. So many moving parts... So many deadlines... Such a ruckus...
line	Last thing you'll ever see!
line	Leave, then. You'll learn the hard way, as I did.
line	Let fear be your gospel!
line	Let fury take you!
line	Let his power be known!
line	Let me at 'em!
line	Let me guess - House Azadi sent you to finish what they couldn't?
line	Let the ruckus begin!
line	Let's do that again!
line	Let's get back out there.
line	Let's keep this civil, shall we?
line	Let's make a mess!
line	Let's not drag this out.
line	Lining up the shot.
line	Locked in.
line	Losing I can handle. Losing that is... unfortunate.
line	Make do without me.
line	Make up your mind.
line	Marked for death!
line	Marked!
line	Mbyah beh beh!
line	Meelo makala!
line	Mercy's for fools. But I'll take it all the same.
line	Might makes right!
line	Might of his hand!
line	Mind the mess. My work is... ongoing.
line	More gems for me, then!
line	Move it along.
line	My body fails me - for now.
line	My flame is rekindled.
line	My gems and I'll make short work of you!
line	My loss was Innocence's will. I accept.
line	Naturally. I'd expect nothing less.
line	Need something?
line	Need to catch my breath!
line	Need to sit this out!
line	Nenet is brutal. Real. She walks a truer path than most here.
line	Never been one to disregard the Code. Take it.
line	Never could stay away from the Death Trades for long.
line	Ni nah guak! Guoah eyai?
line	No accounting for taste.
line	No glory. Just death.
line	No matter. I have other engagements.
line	No matter. My craft awaits.
line	No sense struggling against the tide.
line	No surprises there.
line	No way! Ugh... Just take it.
line	No witnesses.
line	Nobody walks away... from me.
line	Not easy to part with that, but I'm a man of my word.
line	Not ideal.
line	Not just here to stare, I hope.
line	Not the first to run. Won't be the last.
line	Not to worry - you'll serve me now.
line	Not worth dying for...
line	Not worth dying over. Take it.
line	Not your finest hour.
line	Nothing personal.
line	Now let's have a look at those virtue gems...
line	Now, now - remain calm.
line	Now, really, what did you expect?
line	Now, where were we?
line	Obey me!
line	Off I go.
line	Oh hohoho!
line	Oh! Elegantly done.
line	Oh! Handle this yourself for the moment!
line	Oh! Rip.
line	Oh! Well, I never...
line	Oh, alright then.
line	Oh, come now, don't be uncouth.
line	Oh, come on!
line	Oh, for crying out loud!
line	Oh, hmph.
line	Oh, how perfectly fitting.
line	Oh, I do so love a good murder. Care to oblige me?
line	Oh, interesting.
line	Oh, mmph.
line	Oh, my wounds ail me. I must away!
line	Oh, my wounds require mending!
line	Oh, my wounds! They require mending!
line	Oh, perfect!
line	Oh, spiffing!
line	Oh, such glorious ruin!
line	Oh, that'll do!
line	Oh, the things I could do with you...
line	Oh, this is bliss!
line	Oh, very well. Any Azadi worth their salt knows how to disappear.
line	Oh, very well. What was mine is now yours.
line	Oh, well done, capital effort!
line	Oh, you died. Just deal with it.
line	Oh, you stupid gnat.
line	Oh. Exquisite.
line	Oh. Not your finest hour.
line	Oh... heh!
line	Oh... hohohohohoho!
line	Oh... now the fun begins.
line	Ohhh...
line	Oi - Exile! Over here. Let's have a word, eh?
line	On guard!
line	On your head be it.
line	Once is never enough.
line	One mistake. That's all it takes.
line	One shot. One kill.
line	One shot. That's all I need.
line	Only one thing Keitan's respect: strength. You've earned it.
line	Ono ono TANA!
line	Ono tana!
line	Oo oooh?
line	Ooaaah!
line	Ooh! "Tactical retreat", is it?
line	Ooh, spiffing!
line	Ooh, that was fun!
line	Ooo! Ugh... hmph.
line	Oooh! Kin dan bi bi bah beh.
line	Oooh, rah!
line	Ooohhh...
line	Ooooh!
line	Ooooof!
line	Oyewah yah!
line	Pain fades. Purpose remains.
line	Pain is a test - and I am failing!
line	Pain is purpose!
line	Pain's a Cyaxan specialty!
line	Pathetic!
line	Perfect!
line	Perhaps I can raise you.
line	Pity. You had potential.
line	Pity... but whatever.
line	Power divine!
line	Predictable. Heretic.
line	Prefer to be alone, do ya? Finally something we agree on.
line	Prove your worth!
line	Prove yourself, scum!
line	Pure ecstacy!
line	Ready for action.
line	Ready to die?
line	Ready to whet my blade once more.
line	Really, bruh? Get good.
line	Really? Not that one!
line	Reckoning!
line	Reh gah geb in...
line	Repent!
line	Retreat - the last recourse of the coward.
line	Retreating while I still can.
line	Right between the eyes!
line	Right in the guts!
line	Rip.
line	Rot consume you!
line	Ruckus!
line	Run, if you must! It won't save you in the end.
line	See you when I see you.
line	Self-preservation... or cowardice?
line	Shall we continue?
line	Shattered bones!
line	Should be less lonely, if nothing else.
line	Should do the trick.
line	Should've walked away when you had the chance.
line	Should've walked away.
line	Shoulda kept your head down.
line	Show no weakness!
line	Silence, at last.
line	Simple.
line	Sink like a stone!
line	So be it!
line	So be it. I knelt for God once. Now I kneel for you.
line	So be it. I shall leave you be.
line	So be it. Keita taught me how to walk alone.
line	So be it. There's death to be dealt elsewhere.
line	So be it. You walk your path, I'll walk mine.
line	So full of people. Let's not linger long.
line	So it goes.
line	So it's death you want?
line	So now I get to join you. Wonderful.
line	So the collar's on me now. Ha! Let's see how it fits.
line	So uncivilised.
line	So you have chosen death.
line	So, what'll it be?
line	Solitude suits me.
line	Some would call you a 'coward'.
line	Sorted.
line	Spiffing!
line	Spineless and indecisive? Splendid.
line	Spineless creature.
line	Stand and fight!
line	Standing by.
line	Standing down.
line	Start runnin'!
line	Stay down!
line	Stay, go - I don't care. Just be quick about it.
line	Still breathing. Good enough.
line	Still here.
line	Still here. Still looking to make some coin.
line	Strength fails us all in time.
line	Stronger than you look. Very well, it's yours.
line	Such glorious ruin!
line	Such supple flesh...
line	Such sweet suffering!
line	Such was his will.
line	Suit yourself. I'm better on me own anyhow.
line	Suits me.
line	Summon me if you need.
line	Surprised to see a Trarthan in Wraeclast? It's simple, really. Due to... political reasons... work's dried up. So, here we are.
line	Surprised to see a Trarthan in Wraeclast? It's simple. Once the Bardiyans formed their so-called Merchant Council, Trarthus got... boring. Rules. Laws. Bloody taxes, if you can believe it. Folk like me didn't fit their new vision. Some of us got exiled. Some left before the noose tightened. Now we're here, plying our trade in a place that still respects strength.
line	Take if you must. Just make it quick.
line	Take it, then. I have no need of it.
line	Take it, then. Makes no difference to me.
line	Take your prize. Just don't rub it in.
line	Take your trinket, then. My freedom's worth more.
line	Target down.
line	Target in sight!
line	Tch. Another Wraeclast runt.
line	Tch. Try not to embarrass yourself with it.
line	Tell me you've thought this through.
line	Thankfully, there's not too many people here.
line	That one is wasted on you. But... the Code is the Code.
line	That should do the trick.
line	That Tibbs... would make a rather nice piece.
line	That was fun!
line	That'll do.
line	That's all it took? Pathetic!
line	That's how it's done. It's yours now.
line	That's precious to me... Or rather, it was.
line	That's smart - I can feel a divine's about to drop.
line	That's... just stupid. But fine.
line	The call of the sea!
line	The Code is clear. It is forfeit.
line	The flesh holds. For now.
line	The moment demands action.
line	The path calls me onwards.
line	The righteous are never idle.
line	The things I could do with you...
line	The tide turns once more.
line	Then go. The world won't mourn another coward.
line	Then this is where I leave ya. Try not to get emotional.
line	There are worse fates than death.
line	Think your god's watching? Then you're a greater fool than even I was.
line	This better not be for long...
line	This Gianna... She's more formidable than she first appears.
line	This has lacked the proper decorum.
line	This is bliss!
line	This is how it's done!
line	This is not a challenge, but I welcome it nonetheless.
line	This is the last you'll see of me, so take a good look!
line	This is where I leave ya. Try not to get emotional.
line	This is why I take my pay upfront.
line	This is why I work alone.
line	This lot needs a good cleansing. I shall do my best to spread the word.
line	This meant something to me. Now it's yours.
line	This vessel needs mending.
line	This was his will - not yours.
line	This Whakano seems a man of honour. I must speak with him to hear his stories.
line	This will be easier if you hold still.
line	This will hurt.
line	This won't take long.
line	Thought that would never end.
line	Time to bag me a kill!
line	Tira Biya!
line	Tira tira BABA!
line	Tira tira BIRA!
line	To be honest, I couldn't care less about that.
line	To the victor go the spoils.
line	Too close for my liking.
line	Too slow!
line	Tran dusan? Ik ti tcha beh.
line	Trarthan Code says I give it up. Doesn't mean I have to like it.
line	Trarthan Code's clear. It's yours.
line	Trarthan Code, innit? Loser pays up.
line	Tried to warn you.
line	Truly, a slight on my honour.
line	Try me, fool!
line	Try not to cock it up!
line	Try not to die now.
line	Try not to scream too much!
line	Tullina... What a marvel. I wish I could move unseen like that.
line	Turn around. I won't ask twice.
line	Ugh - it's yours, then.
line	Ugh gah... heheha!
line	Ugh gah... wabahhh!
line	Ugh! Egh... mekka.
line	Ugh! Take the damn thing and get out of my sight.
line	Ugh! Take your trophy. I am done.
line	Ugh! The strong take what they want - so go ahead.
line	Ugh! You win. Now take it before I change my mind.
line	Ugh, idiot! Don't know who you're turning down.
line	Ugh, idiot! You don't know who you're turning down.
line	Ugh, if it pleases you.
line	Ugh, if you must.
line	Ugh, pulling back.
line	Ugh, rugh, yololo lo yah!
line	Ugh, that's fine. I got loads to do.
line	Ugh, wabaaah!
line	Ugh. Bor-ing!
line	Ugh. Can only rely on myself.
line	Ugh. Good help is so hard to find.
line	Ugh. I'm not hauling you back to town.
line	Ugh. It's usually us Bardiyans doing the robbing.
line	Ugh. It's your call.
line	Ugh. That's what I get for losing. It's yours.
line	Ugh. They never listen...
line	Ugh. Trarthan Code. You beat me, you claim it.
line	Ugh. You again.
line	Ugh.. hehehehehe...
line	Ugh... Ashala...
line	Ugh... bekala mongyegeni!
line	Ugh... bekalamanafanga!
line	Ugh... Boro boro bashala...
line	Ugh... Figures.
line	Ugh... fine. Happy now?
line	Ugh... heh... yah...
line	Ugh... heheh... hahahaha!
line	Ugh... hehehaha!
line	Ugh... hehehehehehehaha!
line	Ugh... Hreeeh!
line	Ugh... Should've stayed in Trarthus.
line	Ugh... Tch.
line	Ugh... uh oh.
line	Ugh... undegum.
line	Ugh... Wolo wolo...
line	Ugh... yah.
line	Ughh...
line	Ughhh... hahahahaha!
line	Uh oh.
line	Uh... sure.
line	Unbound potential... and no oversight. A perfect place to do business.
line	Underbelly street rats! Just like home!
line	Understood.
line	Unravel!
line	Unremarkable.
line	Unthinkable... and yet, here we are.
line	Very well - you win. I'll do as you ask.
line	Very well, I'll march with you. But I serve only him.
line	Very well. Any Azadi worth their salt knows how to disappear.
line	Very well. The righteous path winds elsewhere.
line	Waaabah!
line	Waaah!
line	Wah get beh?
line	Walking away is probably the best decision you'll make all day.
line	Want me to piss off? Go on, then. Make me.
line	Want me to work for you, first you've gotta prove yourself.
line	Waow!
line	Watch and learn!
line	Watch your back.
line	We bi ya bibi yah!
line	We carry his sentence.
line	We live in his light.
line	We're both beyond salvation, Exile!
line	We're partners, then. But let's not pretend we're equals.
line	We've added a flag to ya - 'Garbage'.
line	We've unfinished business, you and I.
line	Weakling!
line	Weapons at the ready!
line	Weey?
line	Well then. That's that.
line	Well, don't just stand there!
line	Well, I never...
line	Well, that was fun!
line	Well, well. Looks like you get to tell me where to shoot.
line	Well, well... what have we got here?
line	Well, well... you win. It's yours to ruin.
line	Well, you're the boss... for now.
line	Well. Better you than me.
line	Well... shite!
